category,journal_title,e_issn,impact_factor,impact_factor_raw
Mathematics,HISTORIA MATHEMATICA,1090-249X,0.5,0.5
Mathematics,Russian Mathematics,1934-810X,0.5,0.5
Mathematics,Glasnik Matematicki,1846-7989,0.5,0.5
Mathematics,Portugaliae Mathematica,1662-2758,0.5,0.5
Mathematics,Advances in Pure and Applied Mathematics,1869-6090,0.5,0.5
Mathematics,Asian Journal of Mathematics,1945-0036,0.5,0.5
Mathematics,Problems of Information Transmission,1608-3253,0.5,0.5
Mathematics,RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,2240-2926,0.5,0.5
Mathematics,DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,1365-8050,0.5,0.5
Mathematics,RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING,1569-3988,0.5,0.5
Mathematics,Ukrainian Mathematical Journal,1573-9376,0.5,0.5
Mathematics,Hiroshima Mathematical Journal,0018-2079,0.5,0.5
Mathematics,Complex Systems,0891-2513,0.5,0.5
Mathematics,Advances in Data Science and Adaptive Analysis,2424-9238,0.5,0.5
Mathematics,IEICE Nonlinear Theory and Its Applications,2185-4106,0.5,0.5
Mathematics,P-Adic Numbers Ultrametric Analysis and Applications,2070-0474,0.5,0.5
Mathematics,CYBERNETICS AND SYSTEMS ANALYSIS,1573-8337,0.5,0.5
Mathematics,Algebra and Logic,1573-8302,0.4,0.4
Mathematics,PUBLICATIONES MATHEMATICAE DEBRECEN,2064-2849,0.4,0.4
Mathematics,Boletim Sociedade Paranaense de Matematica,2175-1188,0.4,0.4
Mathematics,Journal of Dynamical Systems and Geometric Theories,2169-0057,0.4,0.4
Mathematics,Acta Mathematica Universitatis Comenianae,0862-9544,0.4,0.4
Mathematics,STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,1588-2896,0.4,0.4
Mathematics,ARCHIVE FOR MATHEMATICAL LOGIC,1432-0665,0.4,0.4
Mathematics,BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,2034-1970,0.4,0.4
Mathematics,INDIAN JOURNAL OF PURE & APPLIED MATHEMATICS,0975-7465,0.4,0.4
Mathematics,TRANSFORMATION GROUPS,1531-586X,0.4,0.4
Mathematics,International Journal of Mathematics and Computer Science,1814-0432,0.4,0.4
Mathematics,New York Journal of Mathematics,N/A,0.4,0.4
Mathematics,Electronic Journal of Graph Theory and Applications,2338-2287,0.4,0.4
Mathematics,International Electronic Journal of Geometry,1307-5624,0.4,0.4
Mathematics,JOURNAL OF GROUP THEORY,1435-4446,0.4,0.4
Mathematics,Matematicki Vesnik,2406-0682,0.4,0.4
Mathematics,MATHEMATICAL LOGIC QUARTERLY,1521-3870,0.4,0.4
Mathematics,PROCEEDINGS OF THE JAPAN ACADEMY SERIES A-MATHEMATICAL SCIENCES,N/A,0.4,0.4
Mathematics,TOHOKU MATHEMATICAL JOURNAL,0040-8735,0.4,0.4
Mathematics,COLLOQUIUM MATHEMATICUM,1730-6302,0.4,0.4
Mathematics,Theory and Applications of Categories,N/A,0.4,0.4
Mathematics,Advanced Studies-Euro-Tbilisi Mathematical Journal,2667-9930,0.4,0.4
Mathematics,Contributions to Discrete Mathematics,1715-0868,0.4,0.4
Mathematics,Kodai Mathematical Journal,0386-5991,0.4,0.4
Mathematics,Australasian Journal of Combinatorics,2202-3518,0.4,0.4
Mathematics,CZECHOSLOVAK MATHEMATICAL JOURNAL,1572-9141,0.4,0.4
Mathematics,JOURNAL OF LIE THEORY,0949-5932,0.4,0.4
Mathematics,Matematiche,2037-5298,0.4,0.4
Mathematics,Beitrage zur Algebra und Geometrie-Contributions to Algebra and Geometry,2191-0383,0.4,0.4
Mathematics,Enseignement Mathematique,2309-4672,0.4,0.4
Mathematics,FIBONACCI QUARTERLY,0015-0517,0.4,0.4
Mathematics,Iranian Journal of Mathematical Sciences and Informatics,2008-9473,0.4,0.4
Mathematics,Sao Paulo Journal of Mathematical Sciences,2316-9028,0.4,0.4
Mathematics,Siberian Electronic Mathematical Reports-Sibirskie Elektronnye Matematicheskie Izvestiya,1813-3304,0.4,0.4
Mathematics,Advances in Group Theory and Applications,2499-1287,0.4,0.4
Mathematics,AMERICAN MATHEMATICAL MONTHLY,1930-0972,0.4,0.4
Mathematics,Missouri Journal of Mathematical Sciences,1085-2581,0.4,0.4
Mathematics,Applied Mathematics E-Notes,1607-2510,0.4,0.4
Mathematics,Notes on Number Theory and Discrete Mathematics,2367-8275,0.4,0.4
Mathematics,COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,1879-081X,0.4,0.4
Mathematics,Korean Journal of Mathematics,2288-1433,0.4,0.4
Mathematics,ABHANDLUNGEN AUS DEM MATHEMATISCHEN SEMINAR DER UNIVERSITAT HAMBURG,1865-8784,0.4,0.4
Mathematics,Journal of Computational Geometry,1920-180X,0.4,0.4
Mathematics,Proceedings of the Steklov Institute of Mathematics,1531-8605,0.4,0.4
Mathematics,Tokyo Journal of Mathematics,N/A,0.4,0.4
Mathematics,Vestnik St Petersburg University-Mathematics,1934-7855,0.4,0.4
Mathematics,Journal of Siberian Federal University-Mathematics & Physics,2313-6022,0.4,0.4
Mathematics,Analysis in Theory and Applications,1573-8175,0.4,0.4
Mathematics,ALGEBRA COLLOQUIUM,0219-1733,0.4,0.4
Mathematics,Mathematics in Applied Sciences and Engineering,2563-1926,0.4,0.4
Mathematics,Journal of Singularities,1949-2006,0.4,0.4
Mathematics,FUNDAMENTA INFORMATICAE,1875-8681,0.4,0.4
Mathematics,Memoirs on Differential Equations and Mathematical Physics,1512-0015,0.4,0.4
Mathematics,MATHEMATICAL INTELLIGENCER,1866-7414,0.4,0.4
Mathematics,Numerical Analysis and Applications,1995-4247,0.4,0.4
Mathematics,Journal of Applied Mathematics & Informatics,2234-8417,0.4,0.4
Mathematics,Journal of Combinatorics,2150-959X,0.4,0.4
Mathematics,Journal of Mathematical Extension,1735-8299,0.4,0.4
Mathematics,Trudy Instituta Matematiki i Mekhaniki UrO RAN,0134-4889,0.4,0.4
Mathematics,JSIAM Letters,1883-0617,0.4,0.4
Mathematics,Annals of Mathematical Sciences and Applications,2380-2898,0.4,0.4
Mathematics,International Game Theory Review,1793-6675,0.4,0.4
Mathematics,ACM Communications in Computer Algebra,1932-2240,0.4,0.4
Mathematics,Communications in Applied and Industrial Mathematics,2038-0909,0.3,0.3
Mathematics,Rivista di Matematica della Universita di Parma,N/A,0.3,0.3
Mathematics,Mathematics Enthusiast,1551-3440,0.3,0.3
Mathematics,Journal of Inequalities and Special Functions,2217-4303,0.3,0.3
Mathematics,Acta Mathematica Vietnamica,2315-4144,0.3,0.3
Mathematics,Izvestiya Instituta Matematiki i Informatiki-Udmurtskogo Gosudarstvennogo Universiteta,2410-1737,0.3,0.3
Mathematics,Tsukuba Journal of Mathematics,2423-821X,0.3,0.3
Mathematics,Concrete Operators,2299-3282,0.3,0.3
Mathematics,Journal of Commutative Algebra,1939-2346,0.3,0.3
Mathematics,Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie,2065-0264,0.3,0.3
Mathematics,JOURNAL OF KNOT THEORY AND ITS RAMIFICATIONS,1793-6527,0.3,0.3
Mathematics,Journal of Mathematical Analysis,2217-3412,0.3,0.3
Mathematics,Mathematica Bohemica,2464-7136,0.3,0.3
Mathematics,Thai Journal of Mathematics,1686-0209,0.3,0.3
Mathematics,Journal of Contemporary Mathematical Analysis-Armenian Academy of Sciences,1934-9416,0.3,0.3
Mathematics,Studia Universitatis Babes-Bolyai Mathematica,2065-961X,0.3,0.3
Mathematics,Conformal Geometry and Dynamics,1088-4173,0.3,0.3
Mathematics,Journal de Theorie des Nombres de Bordeaux,2118-8572,0.3,0.3
Mathematics,Acta et Commentationes Universitatis Tartuensis de Mathematica,2228-4699,0.3,0.3
Mathematics,Journal of Integer Sequences,1530-7638,0.3,0.3
Mathematics,Computability-The Journal of the Association CiE,2211-3576,0.3,0.3
Mathematics,Journal of the Ramanujan Mathematical Society,2320-3110,0.3,0.3
Mathematics,Journal of the Indonesian Mathematical Society,2086-8952,0.3,0.3
Mathematics,Annales Mathematicae Silesianae,2391-4238,0.3,0.3
Mathematics,Jordan Journal of Mathematics and Statistics,2227-5487,0.3,0.3
Medicine,LANCET,1474-547X,98.4,98.4
Medicine,NEW ENGLAND JOURNAL OF MEDICINE,1533-4406,96.2,96.2
Medicine,BMJ-British Medical Journal,1756-1833,93.6,93.6
Medicine,Nature Reviews Disease Primers,2056-676X,76.9,76.9
Medicine,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,1538-3598,63.1,63.1
Medicine,NATURE MEDICINE,1546-170X,58.7,58.7
Medicine,INTENSIVE CARE MEDICINE,1432-1238,27.1,27.1
Medicine,Lancet Digital Health,2589-7500,23.8,23.8
Medicine,JAMA Internal Medicine,2168-6114,22.5,22.5
Medicine,ANNALS OF INTERNAL MEDICINE,1539-3704,19.6,19.6
Medicine,PERIODONTOLOGY 2000,1600-0757,17.5,17.5
Medicine,Military Medical Research,2054-9369,16.7,16.7
Medicine,Science Translational Medicine,1946-6242,15.8,15.8
Medicine,Annual Review of Medicine,1545-326X,15.1,15.1
Medicine,JOURNAL OF CLINICAL INVESTIGATION,1558-8238,13.3,13.3
Medicine,Med,2666-6340,12.8,12.8
Medicine,JACC-Cardiovascular Imaging,1876-7591,12.8,12.8
Medicine,TRENDS IN MOLECULAR MEDICINE,1471-499X,12.8,12.8
Medicine,JOURNAL OF EXPERIMENTAL MEDICINE,1540-9538,12.6,12.6
Medicine,Theranostics,1838-7640,12.4,12.4
Medicine,RADIOLOGY,N/A,12.1,12.1
Medicine,MOLECULAR THERAPY,1525-0024,12.1,12.1
Medicine,Cell Reports Medicine,2666-3791,11.7,11.7
Medicine,MAYO CLINIC PROCEEDINGS,1942-5546,6.9,6.9
Medicine,npj Vaccines,2059-0105,6.9,6.9
Medicine,Journal of Ginseng Research,2093-4947,6.8,6.8
Medicine,European Heart Journal-Cardiovascular Imaging,2047-2412,6.7,6.7
Medicine,MEDICAL JOURNAL OF AUSTRALIA,1326-5377,6.7,6.7
Medicine,CLINICAL SCIENCE,1470-8736,6.7,6.7
Medicine,RESUSCITATION,1873-1570,6.5,6.5
Medicine,Molecular Therapy Nucleic Acids,2162-2531,6.5,6.5
Medicine,Circulation-Cardiovascular Imaging,1942-0080,6.5,6.5
Medicine,Deutsches Arzteblatt International,1866-0452,6.5,6.5
Medicine,Translational Research,1878-1810,6.4,6.4
Medicine,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,1879-355X,6.4,6.4
Medicine,JCI Insight,2379-3708,6.3,6.3
Medicine,Molecular Biomedicine,2662-8651,6.3,6.3
Medicine,Systematic Reviews,2046-4053,6.3,6.3
Medicine,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,1469-0705,6.1,6.1
Medicine,Journal of Translational Medicine,1479-5876,6.1,6.1
Medicine,EPMA Journal,1878-5085,6.0,6
Medicine,MOLECULAR MEDICINE,1528-3658,6.0,6
Medicine,European Journal of Internal Medicine,1879-0828,5.9,5.9
Medicine,JOURNAL OF CLINICAL PERIODONTOLOGY,1600-051X,5.8,5.8
Medicine,JOURNAL OF DENTAL RESEARCH,1544-0591,5.7,5.7
Medicine,Japanese Dental Science Review,2213-6851,5.7,5.7
Medicine,Annals of Intensive Care,2110-5820,5.7,5.7
Medicine,INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,1791-244X,5.7,5.7
Medicine,mAbs,1942-0870,5.6,5.6
Medicine,Radiology-Imaging Cancer,2638-616X,5.6,5.6
Medicine,Journal of Cardiovascular Computed Tomography,1934-5925,5.5,5.5
Medicine,INTERNATIONAL ENDODONTIC JOURNAL,1365-2591,5.4,5.4
Medicine,Emergencias,2386-5857,5.4,5.4
Medicine,COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,1879-0771,5.4,5.4
Medicine,Communications Medicine,2730-664X,5.4,5.4
Medicine,Biologics-Targets & Therapy,1177-5491,5.3,5.3
Medicine,RADIOGRAPHICS,N/A,5.2,5.2
Medicine,Vaccines,2076-393X,5.2,5.2
Medicine,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,1744-2818,5.2,5.2
Medicine,Precision Clinical Medicine,2516-1571,5.1,5.1
Medicine,American Journal of Medicine,1555-7162,5.1,5.1
Medicine,ANNALS OF EMERGENCY MEDICINE,1097-6760,5.0,5
Medicine,Inflammation and Regeneration,1880-8190,5.0,5
Medicine,RADIOTHERAPY AND ONCOLOGY,1879-0887,4.9,4.9
Medicine,Diagnostic and Interventional Imaging,2211-5684,4.9,4.9
Medicine,ANNALS OF MEDICINE,1365-2060,4.9,4.9
Medicine,Pathogens and Global Health,2047-7732,4.9,4.9
Medicine,JOURNAL OF DENTISTRY,1879-176X,4.8,4.8
Medicine,Infectious Diseases of Poverty,2049-9957,4.8,4.8
Medicine,AMERICAN JOURNAL OF CHINESE MEDICINE,1793-6853,4.8,4.8
Medicine,JOURNAL OF MOLECULAR MEDICINE-JMM,1432-1440,4.8,4.8
Medicine,EUROPEAN RADIOLOGY,1432-1084,4.7,4.7
Medicine,AMERICAN JOURNAL OF ROENTGENOLOGY,1546-3141,4.7,4.7
Medicine,NEUROIMAGE,1095-9572,4.7,4.7
Medicine,ARCHIVES OF MEDICAL RESEARCH,1873-5487,4.7,4.7
Medicine,Journal of Zhejiang University-SCIENCE B,1862-1783,4.7,4.7
Medicine,Journal of Translational Internal Medicine,2224-4018,4.7,4.7
Medicine,IEEE Transactions on Radiation and Plasma Medical Sciences,2469-7303,4.6,4.6
Medicine,SEMINARS IN NUCLEAR MEDICINE,1558-4623,4.6,4.6
Medicine,Molecular Therapy Methods & Clinical Development,2329-0501,4.6,4.6
Medicine,GENE THERAPY,1476-5462,4.6,4.6
Medicine,Journal of Clinical Medicine Research-Canada,1918-3011,1.6,1.6
Medicine,Journal of Mind and Medical Sciences,2392-7674,1.6,1.6
Medicine,CURRENT THERAPEUTIC RESEARCH-CLINICAL AND EXPERIMENTAL,1879-0313,1.6,1.6
Medicine,Iranian Journal of Medical Sciences,1735-3688,1.6,1.6
Medicine,Revista Espanola de Medicina Nuclear e Imagen Molecular,N/A,1.6,1.6
Medicine,Romanian Journal of Internal Medicine,2501-062X,1.6,1.6
Medicine,MEDICINE SCIENCE AND THE LAW,2042-1818,1.5,1.5
Medicine,JOURNAL OF FORENSIC SCIENCES,1556-4029,1.5,1.5
Medicine,Brazilian Oral Research,1807-3107,1.5,1.5
Medicine,Clinical Cosmetic and Investigational Dentistry,1179-1357,1.5,1.5
Medicine,Medical Science Monitor Basic Research,2325-4394,1.5,1.5
Medicine,Open Access Emergency Medicine,1179-1500,1.5,1.5
Medicine,Journal of Oral Implantology,1548-1336,1.5,1.5
Medicine,Journal of Taibah University Medical Sciences,1658-3612,1.5,1.5
Medicine,UPSALA JOURNAL OF MEDICAL SCIENCES,2000-1967,1.5,1.5
Medicine,ANNALS OF SAUDI MEDICINE,1319-9226,1.5,1.5
Medicine,INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING,1875-8312,1.5,1.5
Medicine,Current Problems in Diagnostic Radiology,0363-0188,1.5,1.5
Medicine,Current Radiopharmaceuticals,1874-4729,1.5,1.5
Medicine,Frontiers in Dental Medicine,2673-4915,1.5,1.5
Medicine,REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,1678-9946,1.5,1.5
Medicine,INTERVENTIONAL NEURORADIOLOGY,2385-2011,1.5,1.5
Medicine,SEMINARS IN ULTRASOUND CT AND MRI,1558-5034,1.5,1.5
Medicine,Magnetic Resonance Imaging Clinics of North America,1557-9786,1.5,1.5
Medicine,CROATIAN MEDICAL JOURNAL,1332-8166,1.5,1.5
Medicine,RADIATION AND ENVIRONMENTAL BIOPHYSICS,1432-2099,1.5,1.5
Medicine,JMA Journal,2433-3298,1.5,1.5
Medicine,Cancer Radiotherapie,1769-6658,1.5,1.5
Medicine,Pilot and Feasibility Studies,2055-5784,1.5,1.5
Medicine,Acute Medicine & Surgery,2052-8817,1.5,1.5
Medicine,International Journal of Molecular and Cellular Medicine,2251-9645,1.5,1.5
Medicine,SAMJ SOUTH AFRICAN MEDICAL JOURNAL,2078-5135,1.5,1.5
Medicine,Bratislava Medical Journal-Bratislavske Lekarske Listy,1336-0345,1.5,1.5
Medicine,Indian Journal of Critical Care Medicine,1998-359X,1.5,1.5
Medicine,Journal of Research in Medical Sciences,1735-7136,1.5,1.5
Medicine,Current Trauma Reports,2198-6096,1.5,1.5
Medicine,OPERATIVE DENTISTRY,1559-2863,1.4,1.4
Medicine,Forensic Sciences Research,2471-1411,1.4,1.4
Medicine,JOURNAL OF DENTAL EDUCATION,1930-7837,1.4,1.4
Medicine,SCOTTISH MEDICAL JOURNAL,2045-6441,1.4,1.4
Medicine,ACTA ODONTOLOGICA SCANDINAVICA,1502-3850,1.4,1.4
Medicine,Acta Stomatologica Croatica,1846-0410,1.4,1.4
Medicine,African Journal of Emergency Medicine,2211-4203,1.4,1.4
Medicine,Oral Health & Preventive Dentistry,1757-9996,1.4,1.4
Medicine,Journal of Orthodontics,1465-3133,1.4,1.4
Medicine,Journal of International Society of Preventive and Community Dentistry,2250-1002,1.4,1.4
Medicine,RADIOPROTECTION,1769-700X,1.4,1.4
Medicine,Diagnostic and Interventional Radiology,1305-3612,1.4,1.4
Medicine,BMJ Military Health,2633-3775,1.4,1.4
Medicine,JOURNAL OF RADIOLOGICAL PROTECTION,1361-6498,1.4,1.4
Medicine,International Journal of Burns and Trauma,2160-2026,1.4,1.4
Medicine,World Journal of Radiology,1949-8470,1.4,1.4
Medicine,Current Emergency and Hospital Medicine Reports,2167-4884,1.4,1.4
Medicine,Techniques in Vascular and Interventional Radiology,1557-9808,1.4,1.4
Medicine,Journal of Osteopathic Medicine,2702-3648,1.4,1.4
Medicine,Journal of Lasers in Medical Sciences,2228-6721,1.4,1.4
Medicine,Contemporary Clinical Trials Communications,2451-8654,1.4,1.4
Medicine,Critical Care and Resuscitation,1441-2772,1.4,1.4
Medicine,Clinical Teacher,1743-498X,1.4,1.4
Medicine,Rambam Maimonides Medical Journal,2076-9172,1.4,1.4
Medicine,Tzu Chi Medical Journal,2223-8956,1.4,1.4
Medicine,Open Access Journal of Clinical Trials,1179-1519,1.4,1.4
Medicine,INTERNATIONAL JOURNAL OF PERIODONTICS & RESTORATIVE DENTISTRY,1945-3388,1.3,1.3
Medicine,QUINTESSENCE INTERNATIONAL,1936-7163,1.3,1.3
Medicine,Journal of Orofacial Orthopedics-Fortschritte der Kieferorthopadie,1615-6714,1.3,1.3
Medicine,Australian Endodontic Journal,1747-4477,1.3,1.3
Medicine,Legal Medicine,1344-6223,1.3,1.3
Medicine,Oral and Maxillofacial Surgery Clinics of North America,1558-1365,1.3,1.3
Medicine,Egyptian Journal of Forensic Sciences,2090-5939,1.3,1.3
Medicine,Ultrasound International Open,2199-7152,1.3,1.3
Medicine,EMERGENCY MEDICINE CLINICS OF NORTH AMERICA,1558-0539,1.3,1.3
Medicine,Journal of Ultrasound,1876-7931,1.3,1.3
Medicine,QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,1827-1936,1.3,1.3
Medicine,Journal of Integrative and Complementary Medicine,2768-3613,1.3,1.3
Medicine,BMJ Open Quality,2399-6641,1.3,1.3
Medicine,NEUROIMAGING CLINICS OF NORTH AMERICA,1557-9867,1.3,1.3
Medicine,Biomedical Physics & Engineering Express,2057-1976,1.3,1.3
Medicine,NUCLEAR MEDICINE COMMUNICATIONS,1473-5628,1.3,1.3
Medicine,Saudi Journal of Medicine & Medical Sciences,2321-4856,1.3,1.3
Medicine,Metabolic Syndrome and Related Disorders,1557-8518,1.3,1.3
Medicine,SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION,1502-7686,1.3,1.3
Medicine,ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN,1438-9010,1.3,1.3
Medicine,Sao Paulo Medical Journal,N/A,1.3,1.3
Medicine,Journal of Medical Imaging and Radiation Sciences,1939-8654,1.3,1.3
Medicine,MEDICINE,1536-5964,1.3,1.3
Medicine,Medizinische Klinik-Intensivmedizin und Notfallmedizin,2193-6226,1.3,1.3
Medicine,Nuclear Medicine and Molecular Imaging,1869-3482,1.3,1.3
Medicine,Ochsner Journal,2831-4107,1.3,1.3
Medicine,Journal of Ultrasonography,2451-070X,1.3,1.3
Medicine,BIOMEDICAL RESEARCH-TOKYO,1880-313X,1.3,1.3
Medicine,Current Radiology Reports,2167-4825,1.3,1.3
Medicine,Journal of Forensic and Legal Medicine,1532-2009,1.2,1.2
Medicine,Emergency Medicine International,2090-2859,1.2,1.2
Medicine,JOURNAL OF EMERGENCY MEDICINE,1090-1280,1.2,1.2
Medicine,Pakistan Journal of Medical Sciences,1681-715X,1.2,1.2
Medicine,Homeopathy,1476-4245,1.2,1.2
Medicine,JOURNAL OF THE CANADIAN DENTAL ASSOCIATION,1488-2159,1.2,1.2
Medicine,Journal of Emergencies Trauma and Shock,0974-519X,1.2,1.2
Medicine,Notfall & Rettungsmedizin,1436-0578,1.2,1.2
Medicine,Advances in Integrative Medicine,2212-9596,1.2,1.2
Medicine,Turkish Journal Of Medical Sciences,1303-6165,1.2,1.2
Medicine,MILITARY MEDICINE,1930-613X,1.2,1.2
Medicine,JOURNAL OF NIPPON MEDICAL SCHOOL,1347-3409,1.2,1.2
Medicine,Journal of Pharmacopuncture,2234-6856,1.2,1.2
Medicine,NEW ZEALAND MEDICAL JOURNAL,1175-8716,1.2,1.2
Medicine,Revista da Associacao Medica Brasileira,1806-9282,1.2,1.2
Medicine,CVIR Endovascular,2520-8934,1.2,1.2
Medicine,Reports of Practical Oncology and Radiotherapy,2083-4640,1.2,1.2
Medicine,JOURNAL OF CLINICAL ULTRASOUND,1097-0096,1.2,1.2
Medicine,Clinical Medicine & Research,1554-6179,1.2,1.2
Medicine,South African Family Practice,2078-6204,1.2,1.2
Medicine,Medwave,0717-6384,1.2,1.2
Medicine,Clinical and Investigative Medicine,1488-2353,1.2,1.2
Medicine,TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING,0807-7096,1.2,1.2
Medicine,Frontiers in Emergency Medicine,2717-3593,1.1,1.1
Medicine,Minerva Dental and Oral Science,2724-6337,1.1,1.1
Medicine,European Journal of Prosthodontics and Restorative Dentistry,2396-8893,1.1,1.1
Medicine,Turkish Journal of Emergency Medicine,2452-2473,1.1,1.1
Medicine,Complementary Medicine Research,2504-2106,1.1,1.1
Medicine,International Journal of Yoga,2231-2714,1.1,1.1
Medicine,ANAESTHESIA AND INTENSIVE CARE,1448-0271,1.1,1.1
Medicine,Current Medical Imaging,1875-6603,1.1,1.1
Medicine,KEIO JOURNAL OF MEDICINE,1880-1293,1.1,1.1
Medicine,Medical Dosimetry,1873-4022,1.1,1.1
Medicine,ACTA RADIOLOGICA,1600-0455,1.1,1.1
Medicine,WIENER MEDIZINISCHE WOCHENSCHRIFT,1563-258X,1.1,1.1
Medicine,Journal of Contemporary Brachytherapy,2081-2841,1.1,1.1
Medicine,Medeniyet Medical Journal,2149-4606,1.1,1.1
Medicine,RADIOLOGIA,1578-178X,1.1,1.1
Medicine,ACTA CLINICA BELGICA,2295-3337,1.1,1.1
Medicine,Journal of Clinical Imaging Science,2156-5597,1.1,1.1
Medicine,Einstein-Sao Paulo,2317-6385,1.1,1.1
Medicine,Intractable & Rare Diseases Research,2186-361X,1.1,1.1
Medicine,Malaysian Journal of Medical Sciences,2180-4303,1.1,1.1
Medicine,Journal of the Royal College of Physicians of Edinburgh,2042-8189,1.1,1.1
Medicine,Translational Medicine at UniSa,2239-9747,1.1,1.1
Medicine,Sovremennye Tehnologii v Medicine,2076-4243,1.1,1.1
Medicine,HEALTH PHYSICS,1538-5159,1.0,1
Medicine,Signa Vitae,1845-206X,1.0,1
Medicine,Journal of Indian Prosthodontic Society,1998-4057,1.0,1
Medicine,Scandinavian Journal of Forensic Science,2353-0707,1.0,1
Medicine,JOMR-Journal of Oral & Maxillofacial Research,2029-283X,1.0,1
Medicine,Danish Medical Journal,2245-1919,1.0,1
Medicine,Electronic Journal of General Medicine,2516-3507,1.0,1
Medicine,Archives of Iranian Medicine,1735-3947,1.0,1
Medicine,JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY,1532-3145,1.0,1
Medicine,NUKLEARMEDIZIN-NUCLEAR MEDICINE,2567-6407,1.0,1
Medicine,Journal of Yeungnam Medical Science,2799-8010,1.0,1
Medicine,Journal of Nuclear Medicine Technology,1535-5675,1.0,1
Medicine,Journal of Visual Communication in Medicine,1745-3062,1.0,1
Medicine,SEMINARS IN INTERVENTIONAL RADIOLOGY,1098-8963,1.0,1
Medicine,Internal Medicine,1349-7235,1.0,1
Medicine,Journal of Postgraduate Medicine,0972-2823,1.0,1
Medicine,American Journal of Case Reports,1941-5923,1.0,1
Medicine,Biomedical and Biotechnology Research Journal,2588-9842,1.0,1
Medicine,Cureus Journal of Medical Science,2168-8184,1.0,1
Medicine,Medical Bulletin of Sisli Etfal Hospital,1308-5123,1.0,1
Medicine,Critical Care Nursing Quarterly,1550-5111,1.0,1
Medicine,World Journal of Clinical Cases,2307-8960,1.0,1
Medicine,SOUTHERN MEDICAL JOURNAL,1541-8243,1.0,1
Medicine,African Journal of Laboratory Medicine,2225-2010,1.0,1
Medicine,Journal of the Belgian Society of Radiology,2514-8281,1.0,1
Medicine,BRITISH JOURNAL OF HOSPITAL MEDICINE,1759-7390,1.0,1
Medicine,Egyptian Journal of Internal Medicine,2090-9098,1.0,1
Medicine,AMERICAN JOURNAL OF DENTISTRY,N/A,0.9,0.9
Medicine,COMMUNITY DENTAL HEALTH,0265-539X,0.9,0.9
Medicine,International Journal of Esthetic Dentistry,2198-591X,0.9,0.9
Medicine,Special Care in Dentistry,1754-4505,0.9,0.9
Medicine,Chinese Journal of Dental Research,1867-5646,0.9,0.9
Medicine,Journal of the Korean Association of Oral and Maxillofacial Surgeons,2234-5930,0.9,0.9
Medicine,Contemporary Clinical Dentistry,0976-2361,0.9,0.9
Medicine,European Oral Research,2651-2823,0.9,0.9
Medicine,Clinical Advances in Periodontics,2163-0097,0.9,0.9
Medicine,SEMINARS IN MUSCULOSKELETAL RADIOLOGY,1098-898X,0.9,0.9
Medicine,Eurasian Journal of Medicine,1308-8742,0.9,0.9
Medicine,Polish Journal of Radiology,1899-0967,0.9,0.9
Medicine,Acta Radiologica Open,2058-4601,0.9,0.9
Medicine,Traditional Medicine Research,2413-3973,0.9,0.9
Medicine,Journal of Medical Case Reports,1752-1947,0.9,0.9
Medicine,Molecular Imaging and Radionuclide Therapy,2147-1959,0.9,0.9
Medicine,Journal of Acupuncture and Meridian Studies,2093-8152,0.9,0.9
Medicine,Journal of Investigative Medicine High Impact Case Reports,2324-7096,0.9,0.9
Medicine,Hellenic Journal of Nuclear Medicine,1790-5427,0.9,0.9
Medicine,Journal of Medical Ultrasound,2212-1552,0.9,0.9
Medicine,Northern Clinics of Istanbul,2536-4553,0.9,0.9
Medicine,Indian Journal of Radiology and Imaging,1998-3808,0.9,0.9
Medicine,Journal of Laboratory Physicians,0974-7826,0.9,0.9
Medicine,Journal of Community Hospital Internal Medicine Perspectives,2000-9666,0.9,0.9
Medicine,Journal of Critical Care Medicine,2393-1817,0.9,0.9
Medicine,Nagoya Journal of Medical Science,0027-7622,0.9,0.9
Medicine,YONAGO ACTA MEDICA,1346-8049,0.9,0.9
Medicine,BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE,1573-8221,0.9,0.9
